City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,belomorsk,64.5232,34.7668,20.36,68,100,2.41,RU,1691607946
367,viedma,-40.8135,-62.9967,19.0,26,87,9.3,AR,1691607946
368,constantia,44.1833,28.65,19.38,62,0,4.67,RO,1691607946
369,san pedro pochutla,15.7333,-96.4667,32.06,56,100,2.16,MX,1691607946
370,kavaratti,10.5669,72.642,28.26,76,100,6.85,IN,1691607946
371,carbonear,47.7332,-53.2148,16.12,86,100,4.06,CA,1691607947
372,zheleznogorsk,52.331,35.3711,15.21,77,0,3.1,RU,1691607947
373,talara,-4.5772,-81.2719,28.42,61,0,7.77,PE,1691607947
374,aksu,41.1231,80.2644,26.81,32,26,4.2,CN,1691607947
375,rufino,-34.2683,-62.7126,19.73,35,100,6.49,AR,1691607947
376,mossel bay,-34.1831,22.146,13.96,89,1,5.86,ZA,1691607947
377,swan hill,-35.3378,143.5544,9.89,93,44,6.11,AU,1691607948
378,bikenibeu village,1.3673,173.1241,25.98,89,40,1.03,KI,1691607948
379,leava,-14.3,-178.1667,27.01,77,26,3.71,WF,1691607948
380,sulak,43.2734,47.5146,26.77,75,0,7.49,RU,1691607948
381,kangding,30.0513,101.9603,17.31,97,100,0.89,CN,1691607948
382,cruzeiro do sul,-29.5128,-51.9853,16.95,92,100,1.49,BR,1691607676
383,almazan,41.4865,-2.5309,25.84,37,98,4.45,ES,1691607949
384,nanping,26.645,118.1736,25.86,95,64,0.56,CN,1691607949
385,mandiana,10.6333,-8.6833,25.13,87,45,2.36,GN,1691607949
386,geraldton,-28.7667,114.6,8.23,87,6,2.57,AU,1691607762
387,reggane,26.7158,0.1714,41.32,6,0,9.2,DZ,1691607949
388,sitka,57.0531,-135.33,13.94,94,100,1.54,US,1691607950
389,aleksandrovsk-sakhalinskiy,50.8975,142.1561,14.76,92,100,1.76,RU,1691607950
390,saint-francois,46.4154,3.9054,25.69,47,0,2.57,FR,1691607950
391,praia da vitoria,38.7333,-27.0667,27.14,74,20,4.88,PT,1691607950
392,lages,-27.8161,-50.3261,12.17,98,100,3.8,BR,1691607950
393,mineral wells,32.8085,-98.1128,41.26,25,0,6.69,US,1691607951
394,saldanha,-33.0117,17.9442,14.03,79,0,3.37,ZA,1691607951
395,taupo,-38.6833,176.0833,5.57,94,100,4.0,NZ,1691607951
396,lawas,13.764,121.0566,28.32,83,100,5.3,PH,1691607951
397,mugia,43.1041,-9.2179,22.73,74,98,7.25,ES,1691607952
398,halesworth,52.3464,1.5029,21.9,72,4,2.68,GB,1691607952
399,torghay,49.6339,63.4981,23.77,53,51,3.7,KZ,1691607952
400,aberdeen,57.1437,-2.0981,17.27,72,63,2.06,GB,1691607953
401,san patricio,28.017,-97.5169,39.53,38,0,8.76,US,1691607953
402,yarovoye,52.9273,78.58,21.98,52,100,2.44,RU,1691607953
403,pizarro,4.9533,-77.366,29.08,73,42,3.29,CO,1691607953
404,mukalla,14.5425,49.1242,31.25,56,46,2.08,YE,1691607953
405,akureyri,65.6835,-18.0878,9.96,66,75,5.14,IS,1691607953
406,san ramon,37.7799,-121.978,27.28,55,0,3.6,US,1691607917
407,yeraliyev,43.2,51.65,29.7,42,0,3.21,KZ,1691607954
408,olive branch,34.9618,-89.8295,23.74,95,75,4.12,US,1691607160
409,turtas,58.9417,69.1325,14.67,88,100,2.68,RU,1691607954
410,tobol'sk,58.2,68.2667,15.3,90,100,2.76,RU,1691607954
411,saynshand,44.8824,110.1163,24.68,39,87,6.99,MN,1691607954
412,howrah,22.5892,88.3103,30.0,84,75,0.0,IN,1691607738
413,kurumkan,54.3,110.3,17.57,99,100,3.79,RU,1691607955
414,barra de santo antonio,-9.4047,-35.5072,24.6,73,66,4.45,BR,1691607955
415,batticaloa,7.7102,81.6924,27.43,80,100,2.99,LK,1691607955
416,anapa,44.8908,37.3239,25.2,73,0,2.0,RU,1691607955
417,port lincoln,-34.7333,135.8667,12.17,67,100,4.75,AU,1691607770
418,bayevo,53.2833,80.7667,17.97,58,5,0.99,RU,1691607956
419,mana,5.6592,-53.7767,29.1,72,75,6.16,GF,1691607956
420,bakchar,57.0186,82.0711,14.07,80,100,2.16,RU,1691607956
421,lompoc,34.6391,-120.4579,26.68,79,100,3.58,US,1691607956
422,yichang,30.7144,111.2847,26.16,78,0,0.9,CN,1691607956
423,sibirskiy,53.5777,83.7577,20.44,56,100,1.37,RU,1691607956
424,claudio,-20.4433,-44.7658,27.18,34,37,4.96,BR,1691607957
425,gebeit,21.0667,36.3167,32.35,21,7,2.26,SD,1691607957
426,brookings,44.3114,-96.7984,26.88,61,20,0.0,US,1691607957
427,bechar,31.6167,-2.2167,40.18,10,40,1.54,DZ,1691607957
428,dzagam,40.9033,45.8856,28.85,40,0,1.4,AZ,1691607957
429,santa ana de yacuma,-13.75,-65.4333,33.97,43,20,0.0,BO,1691607802
430,dakoro,14.5106,6.765,30.1,53,0,5.78,NE,1691607909
431,claveria,18.6074,121.0832,26.47,84,90,4.39,PH,1691607958
432,medina de rioseco,41.8833,-5.0441,35.5,18,0,8.17,ES,1691607958
433,tofol,5.3248,163.0078,27.84,75,87,5.01,FM,1691607958
434,englewood,39.6478,-104.9878,27.91,32,20,3.09,US,1691607914
435,kruisfontein,-34.0033,24.7314,15.49,86,0,5.98,ZA,1691607959
436,usogorsk,63.4106,48.6872,17.4,75,6,0.95,RU,1691607959
437,bereeda,11.8704,51.0579,29.84,61,100,3.01,SO,1691607959
438,inongo,-1.95,18.2667,23.62,69,93,1.86,CD,1691607959
439,awjilah,29.1081,21.2869,29.42,36,0,6.75,LY,1691607801
440,nola,40.922,14.5329,24.66,55,96,1.86,IT,1691607959
441,nuuk,64.1835,-51.7216,7.34,81,75,5.66,GL,1691607797
442,crane,31.3974,-102.3501,38.64,17,0,1.67,US,1691607960
443,plastun,44.7561,136.2939,16.49,97,100,1.33,RU,1691607960
444,nelson bay,-32.7167,152.15,12.78,95,96,2.24,AU,1691607670
445,al jadid,27.05,14.4,29.95,22,0,4.16,LY,1691607960
446,kapuskasing,49.4169,-82.4331,23.05,64,75,2.57,CA,1691607960
447,carnarvon,-24.8667,113.6333,19.51,76,44,4.68,AU,1691607961
448,mitu,1.1983,-70.1733,30.39,61,99,0.5,CO,1691607961
449,chapaev,50.2,51.1667,24.1,42,0,3.43,KZ,1691607961
450,idfu,24.9803,32.8747,37.18,14,0,9.2,EG,1691607961
451,miri,4.4148,114.0089,25.08,94,20,1.03,MY,1691607962
452,banff,51.1762,-115.5698,16.57,94,82,1.54,CA,1691607815
453,kislovodsk,43.9133,42.7208,21.8,79,17,2.86,RU,1691607962
454,urengoy,65.9667,78.3667,8.66,93,100,7.0,RU,1691607963
455,al muwayh,22.4333,41.7583,32.8,19,27,7.85,SA,1691607963
456,abepura,-2.6333,140.5833,23.45,88,20,1.03,ID,1691607963
457,katsuren-haebaru,26.3369,127.8719,27.01,97,75,2.06,JP,1691607964
458,envira,-7.3,-70.2167,35.61,32,91,1.29,BR,1691607964
459,manokwari,-0.8667,134.0833,25.32,74,100,1.37,ID,1691607964
460,pinehurst,35.1954,-79.4695,32.26,49,0,2.06,US,1691607964
461,crozet,38.0696,-78.7006,31.36,67,100,1.34,US,1691607965
462,saint-pierre,-21.3393,55.4781,19.82,77,0,2.57,RE,1691607965
463,lamin,13.3522,-16.4339,28.06,71,78,5.33,GM,1691607965
464,laguna,38.421,-121.4238,30.56,50,0,3.09,US,1691607966
465,zhenlai,45.8495,123.2973,16.03,94,0,2.75,CN,1691607966
466,kolonia,50.9333,6.95,21.09,60,0,2.57,DE,1691607932
467,kerikeri,-35.2268,173.9474,6.73,92,2,1.87,NZ,1691607967
468,konarka,19.9,86.1167,29.22,74,80,3.88,IN,1691607967
469,yaren,-0.5472,166.916,27.89,76,76,2.44,NR,1691607967
470,santarem,-2.4431,-54.7083,33.07,62,20,6.17,BR,1691607968
471,newman,37.3138,-121.0208,30.59,23,0,1.86,US,1691607968
472,makary,12.5717,14.4666,23.13,90,99,5.65,CM,1691607968
473,de aar,-30.6497,24.0123,15.35,22,0,3.53,ZA,1691607968
474,brisas de zicatela,15.8369,-97.0419,31.29,55,75,3.6,MX,1691607969
475,saint joseph,39.7686,-94.8466,23.96,89,75,2.06,US,1691607969
476,lata,40.1629,-8.3327,25.51,64,0,2.78,PT,1691607969
477,pemangkat,1.1667,108.9667,25.84,87,95,1.92,ID,1691607969
478,makokou,0.5738,12.8642,23.91,76,100,0.48,GA,1691607970
479,freetown,8.484,-13.2299,25.84,83,75,5.14,SL,1691607970
480,malvan,16.0667,73.4667,26.44,83,100,2.9,IN,1691607970
481,khandyga,62.6667,135.6,10.82,68,0,0.42,RU,1691607971
482,thurso,58.5927,-3.5259,14.14,81,86,4.44,GB,1691607971
483,les anglais,18.3054,-74.2197,30.49,72,37,1.75,HT,1691607971
484,stephenville,32.2207,-98.2023,40.98,23,0,5.14,US,1691607971
485,tshabong,-26.05,22.45,15.63,21,0,5.49,BW,1691607971
486,taltal,-25.4,-70.4833,17.93,72,75,2.23,CL,1691607972
487,boyolangu,-8.1181,111.8935,20.94,93,97,1.31,ID,1691607972
488,pont-a-mousson,48.9079,6.0589,22.48,60,40,3.09,FR,1691607972
489,aykhal,66.0,111.5,14.87,56,100,2.8,RU,1691607972
490,nizhnevartovsk,60.9344,76.5531,12.01,100,75,4.02,RU,1691607972
491,naracoorte,-36.9579,140.7383,6.35,94,6,3.39,AU,1691607972
492,argostolion,38.1811,20.489,25.04,75,0,4.12,GR,1691607973
493,brahmapur,19.3167,84.7833,28.56,66,99,1.36,IN,1691607973
494,ulladulla,-35.35,150.4667,12.79,55,100,3.02,AU,1691607973
495,aitape,-3.1374,142.3475,24.92,90,99,1.7,PG,1691607973
496,marsabit,2.3284,37.9899,20.36,55,65,10.51,KE,1691607750
497,rancho palos verdes,33.7445,-118.387,28.56,83,75,3.6,US,1691607716
498,pokhara,28.2333,83.9833,22.89,94,100,0.1,NP,1691607974
499,zhigalovo,54.8097,105.1578,17.97,99,100,1.45,RU,1691607974
500,fortuna,40.5982,-124.1573,20.52,82,75,4.12,US,1691607974
501,salalah,17.0151,54.0924,26.05,94,100,3.6,OM,1691607974
502,northam,51.0333,-4.2167,19.03,92,87,0.98,GB,1691607974
503,luau,-10.7073,22.2247,22.22,26,9,1.58,AO,1691607975
504,port blair,11.6667,92.75,28.02,83,75,2.57,IN,1691607975
505,tshikapa,-6.4167,20.8,28.27,24,8,1.16,CD,1691607975
506,witu,-2.3889,40.4382,23.59,83,14,5.48,KE,1691607975
507,kyshtovka,56.555,76.6271,15.22,91,100,3.46,RU,1691607976
508,miles city,46.4083,-105.8406,31.54,27,0,5.66,US,1691607935
509,mahina,-17.5065,-149.489,26.87,69,20,2.57,PF,1691607976
510,duque de caxias,-22.7856,-43.3117,24.94,68,75,4.63,BR,1691607937
511,xining,36.6167,101.7667,17.92,84,66,1.3,CN,1691607977
512,tommot,58.9564,126.2925,15.36,95,100,2.05,RU,1691607977
513,dzhangala,49.2167,50.3333,27.01,34,18,4.89,KZ,1691607977
514,rio preto da eva,-2.6994,-59.6997,35.95,33,100,2.09,BR,1691607977
515,ulsteinvik,62.3432,5.8487,13.2,91,100,4.92,NO,1691607978
516,bestobe,52.4994,73.0975,22.37,41,91,3.93,KZ,1691607978
517,balkanabat,39.5108,54.3671,34.19,19,0,3.3,TM,1691607978
518,stranraer,54.9023,-5.0273,16.31,95,100,2.85,GB,1691607978
519,guigue,10.0853,-67.7792,26.9,78,75,3.0,VE,1691607978
520,severobaykal'sk,55.65,109.3167,13.93,98,100,2.73,RU,1691607978
521,papao,-17.75,-149.55,26.82,72,100,7.31,PF,1691607979
522,tarawa,1.419,172.984,26.05,89,40,1.03,KI,1691607979
523,borrazopolis,-23.9411,-51.5875,25.93,45,78,3.12,BR,1691607979
524,arawa,-6.2132,155.5367,24.79,93,86,2.07,PG,1691607979
525,idri,27.5,13.2667,30.48,17,0,5.38,LY,1691607979
526,pontes e lacerda,-15.2261,-59.3353,38.48,20,6,2.03,BR,1691607770
527,gokwe,-18.2048,28.9349,15.56,26,0,5.79,ZW,1691607980
528,alpine,32.835,-116.7664,32.75,50,36,2.24,US,1691607980
529,roosevelt,33.9668,-103.4505,33.83,10,5,6.58,US,1691607980
530,bulgan,48.8125,103.5347,14.96,95,2,1.18,MN,1691607980
531,ratanpur,22.3,82.1667,25.07,78,16,1.93,IN,1691607980
532,sinan,34.8262,126.1086,25.06,91,100,14.61,KR,1691607981
533,mbeni,-11.5014,43.3775,20.28,78,20,1.03,KM,1691607981
534,codrington,-38.2667,141.9667,9.72,79,21,7.09,AU,1691607981
535,taro,-8.3862,115.28,20.0,88,88,0.69,ID,1691607981
536,taunggyi,20.7833,97.0333,17.39,98,100,1.66,MM,1691607981
537,happy valley-goose bay,53.3168,-60.3315,17.17,82,100,5.14,CA,1691607982
538,riohacha,11.5444,-72.9072,32.06,70,20,3.6,CO,1691607787
539,ruayer,43.0537,-5.5502,33.27,53,60,1.85,ES,1691607982
540,sechura,-5.5569,-80.8222,27.23,59,86,6.72,PE,1691607982
541,colac,-38.3333,143.5833,8.98,92,52,5.34,AU,1691607983
542,el bolson,-41.9667,-71.5167,8.0,99,100,1.12,AR,1691607983
543,buala,-8.145,159.5921,25.43,87,100,3.55,SB,1691607983
544,midvagur,62.0511,-7.1939,10.46,71,20,8.75,FO,1691607983
545,kapa'a,22.0752,-159.319,29.99,77,75,9.77,US,1691607983
546,samana,19.2056,-69.3369,32.12,66,75,4.12,DO,1691607984
547,manay,7.215,126.5397,24.86,88,100,3.05,PH,1691607984
548,kijang,35.2442,129.2139,24.85,97,100,15.11,KR,1691607984
549,christchurch,-43.5333,172.6333,2.75,77,82,4.63,NZ,1691607723
550,ketchikan,55.3422,-131.6461,14.26,100,100,6.17,US,1691607984
551,kaoma,-14.7833,24.8,17.12,35,2,3.09,ZM,1691607984
552,aban,56.67,96.06,15.6,88,100,1.47,RU,1691607985
553,agat village,13.3886,144.6585,26.52,92,0,1.54,GU,1691607985
554,west bay,19.3667,-81.4167,31.14,83,75,1.03,KY,1691607985
555,belyy yar,53.6039,91.3903,18.94,68,0,3.0,RU,1691607985
556,bangassou,4.7413,22.8184,20.9,99,100,2.18,CF,1691607985
557,uliastay,47.7417,96.8444,14.65,78,100,2.19,MN,1691607985
558,alofi,-19.0595,-169.9187,23.94,100,92,1.54,NU,1691607986
559,linton,39.0348,-87.1658,27.89,81,100,4.77,US,1691607859
560,zhanaozen,43.3,52.8,31.71,29,0,5.39,KZ,1691607986
561,temryuk,45.2722,37.3811,25.14,75,10,2.59,RU,1691607986
562,saint-felicien,48.6501,-72.4491,19.28,72,100,6.17,CA,1691607986
563,taloqan,36.7361,69.5345,27.55,23,0,2.71,AF,1691607987
564,luorong,24.4058,109.6086,26.53,91,100,0.88,CN,1691607987
565,lazaro cardenas,17.9583,-102.2,31.79,64,14,3.38,MX,1691607987
566,contamana,-7.3333,-75.0167,37.75,31,36,0.38,PE,1691607987
567,okha,53.5739,142.9478,12.62,96,82,3.24,RU,1691607988
568,bandarbeyla,9.4942,50.8122,24.05,86,100,13.49,SO,1691607988
569,anna regina,7.2644,-58.5077,29.79,69,21,4.62,GY,1691607988
570,alness,57.696,-4.2551,17.14,70,100,0.76,GB,1691607988
